"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35"
    2,      0,      10000,          0,      10000,   1.000000,       1682,          0,       1705,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1638,          0,       1586,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1702,          0,       1687,          0,          0,          0,          0,          0,          0,          0,          0,          0
    2,      1,      10000,       7996,       2004,   1.000000,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          6,        234,         88,        141,         22,       1420,        582,        894,          0,          0,          0,          0,          4,        419,        136,        259,         53,       2864,       1113,       1765
    2,      2,       9629,       6468,       3161,   0.962900,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        127,          0,        103,          0,        473,          0,        465,          0,          0,          0,          0,        119,        515,        267,        265,        621,       3269,       2154,       1251
    2,      3,      11865,       8250,       3615,   1.232215,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        270,          0,        254,          0,       1156,          0,       1218,          0,          0,          0,          0,        171,        572,        234,        357,       1356,       2826,       1854,       1597
    2,      4,      14218,      10003,       4215,   1.198314,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        338,          0,        322,          0,       1404,          0,       1417,          0,          0,          0,          0,        274,        692,        290,        510,       1763,       3062,       1888,       2258
    2,      5,      16836,      11442,       5394,   1.184133,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        397,          0,        459,          0,       1586,          0,       1618,          0,          0,          0,          0,        410,        806,        427,        638,       2222,       3309,       2335,       2629
    2,      6,      18637,      12330,       6307,   1.106973,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        479,          0,        479,          0,       1581,          0,       1622,          0,          0,          0,          0,        490,        948,        612,        789,       2312,       3680,       2893,       2752
    2,      7,      20570,      12944,       7626,   1.103718,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        533,          0,        533,          0,       1771,          0,       1790,          0,          0,          0,          0,        657,       1069,        787,        893,       2819,       3610,       3363,       2745
    2,      8,      19532,      13288,       6244,   0.949538,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        483,          0,        458,          0,       1349,          0,       1381,          0,          0,          0,          0,        419,       1424,        900,        914,       1673,       4587,       3252,       2692
    2,      9,      21128,      13500,       7628,   1.081712,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        606,          0,        583,          0,       1692,          0,       1711,          0,          0,          0,          0,        752,       1362,       1009,        909,       2527,       4082,       3340,       2555
    2,     10,      21842,      13769,       8073,   1.033794,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        645,          0,        598,          0,       1646,          0,       1638,          0,          0,          0,          0,        912,       1404,       1080,       1016,       2642,       4130,       3439,       2692
    2,     11,      20734,      13940,       6794,   0.949272,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        523,          0,        531,          0,       1384,          0,       1398,          0,          0,          0,          0,        678,       1698,       1067,       1061,       1856,       4695,       3193,       2650
    2,     12,      21365,      14089,       7276,   1.030433,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        623,          0,        602,          0,       1557,          0,       1603,          0,          0,          0,          0,        778,       1683,       1172,       1032,       2229,       4421,       3097,       2568
    2,     13,      21751,      14211,       7540,   1.018067,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        631,          0,        674,          0,       1571,          0,       1546,          0,          0,          0,          0,        950,       1665,       1230,       1067,       2299,       4441,       3061,       2616
    2,     14,      22780,      14373,       8407,   1.047308,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        711,          0,        698,          0,       1687,          0,       1677,          0,          0,          0,          0,       1142,       1610,       1313,       1143,       2709,       4220,       3243,       2627
    2,     15,      23599,      14499,       9100,   1.035953,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        728,          0,        714,          0,       1697,          0,       1698,          0,          0,          0,          0,       1267,       1617,       1422,       1195,       2920,       4184,       3491,       2666
    2,     16,      21764,      14554,       7210,   0.922242,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        561,          0,        620,          0,       1361,          0,       1355,          0,          0,          0,          0,        782,       1959,       1388,       1137,       1830,       4914,       3210,       2647
    2,     17,      21356,      14633,       6723,   0.981253,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        643,          0,        581,          0,       1386,          0,       1513,          0,          0,          0,          0,        756,       1987,       1288,       1089,       1791,       4922,       2888,       2512
    2,     18,      21238,      14626,       6612,   0.994475,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        610,          0,        650,          0,       1421,          0,       1408,          0,          0,          0,          0,        806,       2037,       1243,       1012,       1777,       4947,       2786,       2541
    2,     19,      22878,      14651,       8227,   1.077220,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        694,          0,        773,          0,       1706,          0,       1663,          0,          0,          0,          0,       1259,       1754,       1274,       1105,       2697,       4410,       2997,       2546
    2,     20,      21640,      14660,       6980,   0.945887,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        587,          0,        605,          0,       1455,          0,       1276,          0,          0,          0,          0,        840,       1969,       1288,       1169,       1864,       4999,       2988,       2600
    2,     21,      22226,      14687,       7539,   1.027079,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        674,          0,        726,          0,       1577,          0,       1530,          0,          0,          0,          0,       1022,       1833,       1339,       1109,       2195,       4866,       2983,       2372
    2,     22,      24096,      14760,       9336,   1.084136,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        805,          0,        765,          0,       1825,          0,       1834,          0,          0,          0,          0,       1408,       1591,       1442,       1222,       3313,       4149,       3173,       2569
    2,     23,      24032,      14812,       9220,   0.997344,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        699,          0,        727,          0,       1624,          0,       1583,          0,          0,          0,          0,       1218,       1795,       1656,       1185,       2880,       4462,       3466,       2737
    2,     24,      25060,      14885,      10175,   1.042776,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        787,          0,        791,          0,       1795,          0,       1807,          0,          0,          0,          0,       1461,       1648,       1672,       1239,       3313,       4134,       3729,       2684
    2,     25,      24897,      14954,       9943,   0.993496,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        753,          0,        728,          0,       1730,          0,       1661,          0,          0,          0,          0,       1340,       1784,       1741,       1226,       3059,       4322,       3803,       2750
    2,     26,      22325,      14892,       7433,   0.896694,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        572,          0,        573,          0,       1322,          0,       1367,          0,          0,          0,          0,        716,       2194,       1564,       1128,       1779,       5099,       3374,       2637
    2,     27,      24301,      14994,       9307,   1.088511,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        786,          0,        786,          0,       1823,          0,       1893,          0,          0,          0,          0,       1239,       1843,       1567,       1118,       3004,       4208,       3497,       2537
    2,     28,      24172,      14983,       9189,   0.994692,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        685,          0,        671,          0,       1641,          0,       1677,          0,          0,          0,          0,       1194,       1948,       1582,       1197,       2818,       4455,       3595,       2709
    2,     29,      24564,      15014,       9550,   1.016217,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        800,          0,        710,          0,       1669,          0,       1713,          0,          0,          0,          0,       1317,       1842,       1620,       1146,       2876,       4423,       3737,       2711
    2,     30,      25199,      15110,      10089,   1.025851,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        759,          0,        766,          0,       1745,          0,       1802,          0,          0,          0,          0,       1434,       1858,       1648,       1170,       3114,       4281,       3893,       2729
